commentCounts	commentLookings	gameReviews
3885	0	http://www.ign.com/articles/2015/03/17/mario-party-10-review
364	0	http://www.ign.com/articles/2015/03/12/mario-vs-donkey-kong-tipping-stars-review
4175	0	http://www.ign.com/articles/2015/02/18/kirby-and-the-rainbow-curse-review
419	0	http://www.ign.com/articles/2014/12/12/stealth-inc-2-a-game-of-clones-review
3121	0	http://www.ign.com/articles/2014/12/01/captain-toad-treasure-tracker-review
941	0	http://www.ign.com/articles/2014/11/22/lego-batman-3-beyond-gotham-review
29308	0	http://www.ign.com/articles/2014/11/19/super-smash-bros-for-wii-u-review
3852	1	http://www.ign.com/articles/2014/11/14/sonic-boom-the-rise-of-lyric-review
28864	4	http://www.ign.com/articles/2014/10/13/bayonetta-2-review
7570	0	http://www.ign.com/articles/2014/09/17/hyrule-warriors-review
497	0	http://www.ign.com/articles/2014/08/08/wii-sports-club-review
1305	3	http://www.ign.com/articles/2014/07/23/one-piece-unlimited-world-red-review
56	0	http://www.ign.com/articles/2014/07/01/transformers-rise-of-the-dark-spark-wii-u-review
8220	5	http://www.ign.com/articles/2014/06/25/shovel-knight-review
426	0	http://www.ign.com/articles/2014/06/08/1001-spikes-review
12601	5	http://www.ign.com/articles/2014/05/15/mario-kart-8-review
280	0	http://www.ign.com/articles/2014/04/23/nes-remix-2-review
768	1	http://www.ign.com/articles/2014/04/15/pure-chess-ps4-review
8647	3	http://www.ign.com/articles/2014/02/17/donkey-kong-country-tropical-freeze-review
141	0	http://www.ign.com/articles/2014/02/04/unepic-review
914	0	http://www.ign.com/articles/2014/01/09/dr-luigi-review
821	0	http://www.ign.com/articles/2013/12/20/nes-remix-review
310	0	http://www.ign.com/articles/2013/12/06/adventure-time-explore-the-dungeon-because-i-dont-know-review
560	0	http://www.ign.com/articles/2013/11/20/wii-fit-u-review
9857	5	http://www.ign.com/articles/2013/11/19/super-mario-3d-world-review
578	0	http://www.ign.com/articles/2013/11/08/mario-sonic-at-the-sochi-2014-olympic-winter-games-review
11445	3	http://www.ign.com/articles/2013/10/25/batman-arkham-origins-review
864	0	http://www.ign.com/articles/2013/10/23/how-to-survive-review
667	0	http://www.ign.com/articles/2013/10/23/wii-party-u-review
2328	0	http://www.ign.com/articles/2013/10/21/deus-ex-human-revolution-directors-cut-wii-u-review
5856	5	http://www.ign.com/articles/2013/10/18/sonic-lost-world-review
468	0	http://www.ign.com/articles/2013/10/13/skylanders-swap-force-review
291	0	http://www.ign.com/articles/2013/10/11/just-dance-2014-wii-u-review
9	0	http://www.ign.com/articles/2013/10/11/just-dance-2014-wii-review
564	0	http://www.ign.com/articles/2013/09/25/scribblenauts-unmasked-review
5857	7	http://www.ign.com/articles/2013/09/17/the-legend-of-zelda-the-wind-waker-hd-review
6505	1	http://www.ign.com/articles/2013/08/18/the-wonderful-101-review
911	0	http://www.ign.com/articles/2013/08/18/disney-infinity-review
5273	2	http://www.ign.com/articles/2013/08/14/splinter-cell-blacklist-review
1037	0	http://www.ign.com/articles/2013/08/12/ducktales-remastered-review
356	0	http://www.ign.com/articles/2013/07/30/cloudberry-kingdom-review
3102	0	http://www.ign.com/articles/2013/07/24/earthbound-review
7601	1	http://www.ign.com/articles/2013/07/22/pikmin-3-review
167	0	http://www.ign.com/articles/2013/07/11/mutant-mudds-deluxe-review
2279	0	http://www.ign.com/articles/2013/06/27/new-super-luigi-u-review
220	0	http://www.ign.com/articles/2013/06/27/dungeons-and-dragons-chronicles-of-mystara-review
908	0	http://www.ign.com/articles/2013/06/21/game-wario-review
1420	0	http://www.ign.com/articles/2013/05/31/sniper-elite-v2-wii-u-review
1305	3	http://www.ign.com/articles/2013/05/20/resident-evil-revelations-hd-review
204	0	http://www.ign.com/articles/2013/04/23/assassins-creed-iii-the-tyranny-of-king-washington-review
118	1	http://www.ign.com/articles/2013/04/05/toki-tori-2-review
634	0	http://www.ign.com/articles/2013/03/26/need-for-speed-most-wanted-u-review
1001	1	http://www.ign.com/articles/2013/03/21/the-walking-dead-survival-instinct-review
2707	0	http://www.ign.com/articles/2013/03/17/monster-hunter-3-ultimate-review
831	1	http://www.ign.com/articles/2013/03/14/lego-city-undercover-review
151	0	http://www.ign.com/articles/2013/02/25/bittrip-presents-runner-2-future-legend-review
186	0	http://www.ign.com/articles/2013/02/22/puddle-wii-u-review-2
344	0	http://www.ign.com/articles/2013/01/22/the-cave-review
151	0	http://www.ign.com/articles/2013/01/15/marvels-the-avengers-battle-for-earth-review
386	0	http://www.ign.com/articles/2013/01/14/007-legends-wii-u-review
283	0	http://www.ign.com/articles/2012/12/18/sing-party-review
153	0	http://www.ign.com/articles/2012/12/14/tank-tank-tank-review
178	0	http://www.ign.com/articles/2012/12/10/just-dance-4-wii-u-review
77	0	http://www.ign.com/articles/2012/12/03/espn-sports-connection-review
156	0	http://www.ign.com/articles/2012/12/03/funky-barn-wii-u-review
216	0	http://www.ign.com/articles/2012/11/30/sonic-all-stars-racing-transformed-wii-u-review
160	0	http://www.ign.com/articles/2012/11/29/disney-epic-mickey-2-the-power-of-two-review-2
164	0	http://www.ign.com/articles/2012/11/29/warriors-orochi-3-hyper-review
104	0	http://www.ign.com/articles/2012/11/28/transformers-prime-the-game-wii-u-review
125	0	http://www.ign.com/articles/2012/11/27/fifa-13-wii-u-review
108	0	http://www.ign.com/articles/2012/11/26/little-inferno-pc-review
27	0	http://www.ign.com/articles/2012/11/26/trine-2-directors-cut-review
3	0	http://www.ign.com/articles/2012/11/22/chasing-aurora-review
113	0	http://www.ign.com/articles/2012/11/21/madden-nfl-13-wii-u-review
301	1	http://www.ign.com/articles/2012/11/21/mass-effect-3-wii-u-review
97	0	http://www.ign.com/articles/2012/11/21/rabbids-land-review
130	0	http://www.ign.com/articles/2012/11/21/tekken-tag-tournament-2-wii-u-edition-review
339	0	http://www.ign.com/articles/2012/11/21/call-of-duty-black-ops-2-wii-u-review
720	0	http://www.ign.com/articles/2012/11/20/assassins-creed-iii-wii-u-review
18	0	http://www.ign.com/articles/2012/11/20/nano-assault-neo-review
174	0	http://www.ign.com/articles/2012/11/19/nba-2k13-wii-u-review
6816	3	http://www.ign.com/articles/2012/11/18/zombiu-review
599	0	http://www.ign.com/articles/2012/11/17/batman-arkham-city-armored-edition-review
685	0	http://www.ign.com/articles/2012/11/17/darksiders-ii-review-3
366	0	http://www.ign.com/articles/2012/11/16/scribblenauts-unlimited-review
2717	2	http://www.ign.com/articles/2012/11/15/new-super-mario-bros-u-review
740	1	http://www.ign.com/articles/2012/11/15/nintendo-land-review
1133	0	http://www.ign.com/articles/2012/11/13/ninja-gaiden-3-razors-edge-review
170	0	http://www.ign.com/articles/2012/10/18/skylanders-giants-review
129	1	http://www.ign.com/articles/2012/06/29/project-zero-2-wii-edition-review
43	0	http://www.ign.com/articles/2012/06/18/lego-batman-2-dc-super-heroes-wii-review
1956	259	http://www.ign.com/articles/2017/09/05/knack-2-review
103	26	http://www.ign.com/articles/2017/08/24/f1-2017-review
146	50	http://www.ign.com/articles/2017/08/21/yakuza-kiwami-review
2891	390	http://www.ign.com/articles/2017/08/16/uncharted-the-lost-legacy-review
795	181	http://www.ign.com/articles/2017/08/10/lawbreakers-review-in-progress
3062	677	http://www.ign.com/articles/2017/08/15/undertale-review
995	156	http://www.ign.com/articles/2017/08/15/agents-of-mayhem-review
207	63	http://www.ign.com/articles/2017/08/14/matterfall-review
1200	224	http://www.ign.com/articles/2017/08/14/sonic-mania-review
241	70	http://www.ign.com/articles/2017/08/08/mega-man-legacy-collection-2-review
4036	426	http://www.ign.com/articles/2017/08/07/hellblade-senuas-sacrifice-review
278	63	http://www.ign.com/articles/2017/08/04/superhot-vr-review
220	50	http://www.ign.com/articles/2017/07/27/sundered-review
715	141	http://www.ign.com/articles/2017/07/24/pyre-review
34	16	http://www.ign.com/articles/2017/07/20/black-the-fall-review
967	236	http://www.ign.com/articles/2017/07/10/final-fantasy-xii-the-zodiac-age-review
469	98	http://www.ign.com/articles/2017/07/07/elite-dangerous-ps4-review
2452	298	http://www.ign.com/articles/2017/06/29/crash-bandicoot-n-sane-trilogy-review
253	83	http://www.ign.com/articles/2017/06/26/valkyria-revolution-review
159	49	http://www.ign.com/articles/2017/06/23/nex-machina-review
2238	423	http://www.ign.com/articles/2017/05/31/tekken-7-review
289	91	http://www.ign.com/articles/2017/06/01/star-trek-bridge-crew-review
90	39	http://www.ign.com/articles/2017/06/01/danger-zone-review
581	169	http://www.ign.com/articles/2017/05/26/rime-review
728	127	http://www.ign.com/articles/2017/05/17/farpoint-review
358	109	http://www.ign.com/articles/2017/04/27/sniper-ghost-warrior-3-review
627	139	http://www.ign.com/articles/2017/04/26/what-remains-of-edith-finch-review
249	73	http://www.ign.com/articles/2017/04/24/dragon-quest-heroes-2-review
118	53	http://www.ign.com/articles/2017/04/18/full-throttle-remastered-review
65	26	http://www.ign.com/articles/2017/04/11/trove-review
1118	294	http://www.ign.com/articles/2017/04/08/drawn-to-death-review
349	113	http://www.ign.com/articles/2017/04/06/bulletstorm-full-clip-edition-review
4669	630	http://www.ign.com/articles/2017/03/29/persona-5-review
468	123	http://www.ign.com/articles/2017/03/27/dark-souls-3-the-ringed-city-review
976	291	http://www.ign.com/articles/2017/03/27/mlb-the-show-17-review
165	52	http://www.ign.com/articles/2017/03/27/rain-world-review
55	19	http://www.ign.com/articles/2017/03/09/psychonauts-in-the-rhombus-of-ruin-review
3082	527	http://www.ign.com/articles/2017/03/06/nier-automata-review
288	114	http://www.ign.com/articles/2017/02/21/berserk-and-the-band-of-the-hawk-review
11499	1215	http://www.ign.com/articles/2017/02/20/horizon-zero-dawn-review
35	17	http://www.ign.com/articles/2017/02/03/divide-review
7991	953	http://www.ign.com/articles/2017/02/02/nioh-review
509	185	http://www.ign.com/articles/2017/02/01/double-dragon-4-review
536	124	http://www.ign.com/articles/2017/01/26/kingdom-hearts-hd-28-final-chapter-prologue-review
795	217	http://www.ign.com/articles/2017/01/23/tales-of-berseria-review
1162	237	http://www.ign.com/articles/2017/01/19/yakuza-0-review
939	280	http://www.ign.com/articles/2017/01/10/gravity-rush-2-review
64	20	http://www.ign.com/articles/2016/12/16/werewolves-within-review
259	101	http://www.ign.com/articles/2016/12/16/let-it-die-review
8212	1190	http://www.ign.com/articles/2016/12/05/the-last-guardian-review
230	84	http://www.ign.com/articles/2016/11/22/killing-floor-2-review
166	68	http://www.ign.com/articles/2016/11/16/sword-art-online-hollow-realization-review
77	39	http://www.ign.com/articles/2016/11/14/eagle-flight-review
300	92	http://www.ign.com/articles/2016/11/08/robinson-the-journey-review
4706	726	http://www.ign.com/articles/2016/11/07/ps4-pro-review
374	151	http://www.ign.com/articles/2016/10/28/dragon-ball-xenoverse-2-review
634	210	http://www.ign.com/articles/2016/10/25/world-of-final-fantasy-review
168	66	http://www.ign.com/articles/2016/10/25/rigs-mechanized-combat-league-review
679	202	http://www.ign.com/articles/2016/10/24/dark-souls-3-ashes-of-ariandel-review
48	23	http://www.ign.com/articles/2016/10/20/100ft-robot-golf-review
319	87	http://www.ign.com/articles/2016/10/20/driveclub-vr-review
293	116	http://www.ign.com/articles/2016/10/14/eve-valkyrie-review
85	27	http://www.ign.com/articles/2016/10/12/here-they-lie-review
49	25	http://www.ign.com/articles/2016/10/12/tumble-vr-review
122	43	http://www.ign.com/articles/2016/10/12/rez-infinite-review
1557	335	http://www.ign.com/articles/2016/10/10/rise-of-the-tomb-raider-20-year-celebration-review
431	139	http://www.ign.com/articles/2016/10/07/dragon-quest-builders-review
129	50	http://www.ign.com/articles/2016/10/07/the-tomorrow-children-review
168	71	http://www.ign.com/articles/2016/10/05/job-simulator-playstation-vr-review
46	24	http://www.ign.com/articles/2016/10/05/harmonix-music-vr-review
511	202	http://www.ign.com/articles/2016/10/05/batman-arkham-vr-review
276	102	http://www.ign.com/articles/2016/10/05/until-dawn-rush-of-blood-review
4861	825	http://www.ign.com/articles/2016/10/05/playstation-vr-review
23	16	http://www.ign.com/articles/2016/10/05/battlezone-vr-review
87	36	http://www.ign.com/articles/2016/10/05/superhypercube-review
40	24	http://www.ign.com/articles/2016/10/05/playstation-vr-worlds-review
631	191	http://www.ign.com/articles/2016/09/21/nba-2k17-review
140	72	http://www.ign.com/articles/2016/08/26/worms-wmd-review
425	170	http://www.ign.com/articles/2016/08/26/attack-on-titan-review
612	150	http://www.ign.com/articles/2016/08/24/king-of-fighters-14-review
1618	455	http://www.ign.com/articles/2016/08/17/madden-nfl-17-review
29416	2359	http://www.ign.com/articles/2016/08/12/no-mans-sky-review
231	98	http://www.ign.com/articles/2016/08/15/bound-review
538	212	http://www.ign.com/articles/2016/08/01/abzu-review
86	55	http://www.ign.com/articles/2016/07/25/headlander-review
240	83	http://www.ign.com/articles/2016/07/18/kerbal-space-program-ps4-review
256	117	http://www.ign.com/articles/2016/07/12/carmageddon-max-damage-review
528	194	http://www.ign.com/articles/2016/07/11/song-of-the-deep-review
1271	311	http://www.ign.com/articles/2016/06/28/star-ocean-integrity-and-faithlessness-review
1058	418	http://www.ign.com/articles/2016/06/24/umbrella-corps-review
2492	739	http://www.ign.com/articles/2016/06/20/mighty-no-9-review
173	79	http://www.ign.com/articles/2016/06/17/sherlock-holmes-the-devils-daughter-review
308	145	http://www.ign.com/articles/2016/06/03/hitman-episode-3-marrakesh-review
1091	329	http://www.ign.com/articles/2016/06/01/odin-sphere-leifthrasir-review
1372	497	http://www.ign.com/articles/2016/05/26/teenage-mutant-ninja-turtles-mutants-in-manhattan-review
326	143	http://www.ign.com/articles/2016/05/16/shadow-of-the-beast-review
27996	2661	http://www.ign.com/articles/2016/05/10/uncharted-4-a-thiefs-end-review
721	277	http://www.ign.com/articles/2016/05/10/valkyria-chronicles-remastered-review
583	261	http://www.ign.com/articles/2016/04/29/alienation-review
3915	938	http://www.ign.com/articles/2016/04/11/ratchet-and-clank-review
218	107	http://www.ign.com/articles/2016/04/08/dead-star-review
284	125	http://www.ign.com/articles/2016/04/05/enter-the-gungeon-review
6870	1292	http://www.ign.com/articles/2016/04/04/dark-souls-3-review
1805	452	http://www.ign.com/articles/2016/03/31/mlb-the-show-16-review
1464	448	http://www.ign.com/articles/2016/03/03/heavy-rain-playstation-4-edition-review
4460	1096	http://www.ign.com/articles/2016/02/22/far-cry-primal-review
9368	1310	http://www.ign.com/articles/2016/02/16/street-fighter-5-review-repromo
946	323	http://www.ign.com/articles/2016/02/09/naruto-shippuden-ultimate-ninja-storm-review
575	248	http://www.ign.com/articles/2016/01/27/lego-marvels-avengers-review
951	288	http://www.ign.com/articles/2016/01/26/darkest-dungeon-review
212	120	http://www.ign.com/articles/2016/01/20/tharsis-review
199	112	http://www.ign.com/articles/2016/01/11/hardware-rivals-review
114	57	http://www.ign.com/articles/2016/01/07/amplitude-review
611	281	http://www.ign.com/articles/2015/12/21/dirt-rally-review
399	223	http://www.ign.com/articles/2015/11/30/batman-arkham-knight-catwomans-revenge-dlc-review
2477	607	http://www.ign.com/articles/2015/11/23/bloodborne-the-old-hunters-review
335	172	http://www.ign.com/articles/2015/11/17/sword-art-online-lost-song-review
2203	924	http://www.ign.com/articles/2015/11/02/need-for-speed-review-3
938	450	http://www.ign.com/articles/2015/10/16/tales-of-zestiria-review
1180	447	http://www.ign.com/articles/2015/10/14/dragon-quest-heroes-the-world-trees-woe-and-the-blight-below-review
391	232	http://www.ign.com/articles/2015/10/06/disgaea-5-alliance-of-vengeance-review
1653	1012	http://www.ign.com/articles/2015/10/02/tony-hawks-pro-skater-5-review
2999	1156	http://www.ign.com/articles/2015/09/30/uncharted-the-nathan-drake-collection-review
939	482	http://www.ign.com/articles/2015/09/29/nba-2k16-review
279	192	http://www.ign.com/articles/2015/09/29/lego-dimensions-review
2026	97	http://www.ign.com/articles/2015/09/14/pro-evolution-soccer-2016-review
260	5	http://www.ign.com/articles/2015/09/11/one-piece-pirate-warriors-3-review
178	7	http://www.ign.com/articles/2015/09/04/rugby-world-cup-2015-review
1974	4	http://www.ign.com/articles/2015/09/02/tearaway-unfolded-review
8829	49	http://www.ign.com/articles/2015/08/24/until-dawn-review
170	9	http://www.ign.com/articles/2015/08/20/gauntlet-slayer-edition-review
272	0	http://www.ign.com/articles/2015/08/18/volume-review
1166	0	http://www.ign.com/articles/2015/08/13/dragon-age-inquisition-the-descent-review
137	0	http://www.ign.com/articles/2015/08/10/galak-z-review
3519	13	http://www.ign.com/articles/2015/08/10/everybodys-gone-to-the-rapture-review
360	0	http://www.ign.com/articles/2015/08/07/submerged-review
160	0	http://www.ign.com/articles/2015/07/30/tembo-the-badass-elephant-review
309	2	http://www.ign.com/articles/2015/07/29/f1-2015-playstation-4-review
454	0	http://www.ign.com/articles/2015/07/27/hatoful-boyfriend-ps4-review
732	0	http://www.ign.com/articles/2015/07/24/the-vanishing-of-ethan-carter-ps4-review
2129	10	http://www.ign.com/articles/2015/07/23/journey-ps4-review
2136	14	http://www.ign.com/articles/2015/07/14/rocket-league-review
2800	5	http://www.ign.com/articles/2015/07/14/godzilla-the-game-review
5656	6	http://www.ign.com/articles/2015/07/13/god-of-war-3-remastered-review
1230	5	http://www.ign.com/articles/2015/07/10/j-stars-victory-vs-review
44	0	http://www.ign.com/articles/2015/07/02/whispering-willows-review
1815	0	http://www.ign.com/articles/2015/06/26/planetside-2-ps4-review
9023	37	http://www.ign.com/articles/2015/08/31/mad-max-review
423	5	http://www.ign.com/articles/2015/05/28/magicka-2-review
2930	2	http://www.ign.com/articles/2015/05/12/final-fantasy-x-x-2-hd-remaster-ps4-review
551	1	http://www.ign.com/articles/2015/04/13/titan-souls-review
3228	2	http://www.ign.com/articles/2015/04/08/mlb-15-the-show-review
1488	3	http://www.ign.com/articles/2015/03/30/axiom-verge-review
119287	39	http://www.ign.com/articles/2015/03/23/bloodborne-review
3468	12	http://www.ign.com/articles/2015/03/13/helldivers-review
1417	1	http://www.ign.com/articles/2015/03/09/far-cry-4-valley-of-the-yetis-dlc-review
2458	1	http://www.ign.com/articles/2015/03/03/olliolli-2-welcome-to-olliwood-review
103209	35	http://www.ign.com/articles/2015/02/19/the-order-1886-review
3781	4	http://www.ign.com/articles/2015/01/26/grim-fandango-remastered-review
390	1	http://www.ign.com/articles/2015/01/22/citizens-of-earth-review
203	1	http://www.ign.com/articles/2015/01/07/super-mega-baseball-review
964	0	http://www.ign.com/articles/2015/01/02/loadout-playstation-4-review
1202	0	http://www.ign.com/articles/2014/12/16/guilty-gear-xrd-sign-review
137	0	http://www.ign.com/articles/2014/12/05/secret-ponchos-review
1050	3	http://www.ign.com/articles/2014/11/25/the-binding-of-isaac-rebirth-review
730	1	http://www.ign.com/articles/2014/11/25/tales-from-the-borderlands-episode-1-zero-sum-review
13882	1	http://www.ign.com/articles/2014/11/17/littlebigplanet-3-review
2037	4	http://www.ign.com/articles/2014/10/16/natural-doctrine-review
32905	5	http://www.ign.com/articles/2014/10/07/driveclub-review
245	3	http://www.ign.com/articles/2014/10/01/skylanders-trap-team-review
234	9	http://www.ign.com/articles/2014/09/30/sherlock-holmes-crimes-and-punishments-review
565	0	http://www.ign.com/articles/2014/09/19/disney-infinity-20-marvel-super-heroes-review
2442	0	http://www.ign.com/articles/2014/09/09/nhl-15-review
2500	0	http://www.ign.com/articles/2014/09/02/velocity-2x-review
4266	1	http://www.ign.com/articles/2014/08/26/infamous-first-light-review
862	0	http://www.ign.com/articles/2014/08/19/counterspy-review
275	0	http://www.ign.com/articles/2014/08/12/hohokum-review
37080	7	http://www.ign.com/articles/2014/07/28/the-last-of-us-remastered-review
1826	2	http://www.ign.com/articles/2014/07/21/oddworld-new-n-tasty-review
266	0	http://www.ign.com/articles/2014/07/17/crimsonland-review
3418	5	http://www.ign.com/articles/2014/07/11/another-world-20th-anniversary-review
177	0	http://www.ign.com/articles/2014/07/11/mousecraft-review
1327	3	http://www.ign.com/articles/2014/06/30/blue-estate-review
687	0	http://www.ign.com/articles/2014/06/26/resogun-heroes-dlc-review
852	1	http://www.ign.com/articles/2014/06/26/sniper-elite-iii-review
2418	10	http://www.ign.com/articles/2014/06/24/valiant-hearts-the-great-war-review
538	3	http://www.ign.com/articles/2014/06/20/war-thunder-review
3724	1	http://www.ign.com/articles/2014/06/18/entwined-review
5517	1	http://www.ign.com/articles/2014/05/20/transistor-review
120	0	http://www.ign.com/articles/2014/05/14/sportsfriends-review
395	0	http://www.ign.com/articles/2014/05/12/titan-attacks-review
2184	0	http://www.ign.com/articles/2014/05/12/bound-by-flame-review
722	1	http://www.ign.com/articles/2014/05/08/outlast-whistleblower-review
1451	0	http://www.ign.com/articles/2014/04/29/daylight-review
484	0	http://www.ign.com/articles/2014/04/25/mercenary-kings-review
657	0	http://www.ign.com/articles/2014/04/23/octodad-dadliest-catch-ps4-review
2967	0	http://www.ign.com/articles/2014/04/04/mlb-14-the-show-review
475	0	http://www.ign.com/articles/2014/04/03/dead-nation-apocalypse-edition-review
1012	0	http://www.ign.com/articles/2014/03/25/towerfall-review
40443	8	http://www.ign.com/articles/2014/03/20/infamous-second-son-review
713	1	http://www.ign.com/articles/2014/03/06/basement-crawl-review
554	0	http://www.ign.com/articles/2014/01/13/dont-starve-ps4-review-2
684	0	http://www.ign.com/articles/2013/12/16/assassins-creed-4-black-flag-freedom-cry-review
197	0	http://www.ign.com/articles/2013/12/12/doki-doki-universe-review
2853	1	http://www.ign.com/articles/2013/12/04/warframe-review-2
317	0	http://www.ign.com/articles/2013/12/04/escape-plan-ps4-review
418	0	http://www.ign.com/articles/2013/12/03/tiny-brains-review
692	4	http://www.ign.com/articles/2013/12/02/dc-universe-online-review-2
674	2	http://www.ign.com/articles/2013/11/21/injustice-gods-among-us-ultimate-edition-review
338	0	http://www.ign.com/articles/2013/11/21/super-motherload-review
215	0	http://www.ign.com/articles/2013/11/21/just-dance-2014-ps4-review
1426	2	http://www.ign.com/articles/2013/11/19/battlefield-4-ps4-review
551	0	http://www.ign.com/articles/2013/11/18/pinball-arcade-review
8788	10	http://www.ign.com/articles/2013/11/13/killzone-shadow-fall-review
10100	4	http://www.ign.com/articles/2013/11/13/knack-review
1123	0	http://www.ign.com/articles/2013/11/13/resogun-review
234	0	http://www.ign.com/articles/2013/11/13/contrast-review
1268	1	http://www.ign.com/articles/2013/11/13/flower-ps4-review
754	0	http://www.ign.com/articles/2013/09/17/steamworld-dig-a-fistful-of-dirt-review
6410	1	http://www.ign.com/articles/2013/09/11/final-fantasy-xiv-a-realm-reborn-review
5992	3	http://www.ign.com/articles/2013/09/04/outlast-review
1073	0	http://www.ign.com/articles/2013/07/25/rogue-legacy-review
1962	1	http://www.ign.com/articles/2013/05/31/the-swapper-review
2172	0	http://www.ign.com/articles/2013/05/01/fez-review-pc
808	0	http://www.ign.com/articles/2012/08/07/sound-shapes-review
